"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12004","should login App Belajar Bareng","Login App Belajar Bareng","2026-09-07","passed","2026-09-07","","","",""
